Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
L1,L,L_1008_2520Metric,65.164,-215.06,90,top
L1,L,L_1008_2520Metric,262.164,-167.06,90,top
L1,L,L_1008_2520Metric,163.664,-167.06,90,top
L1,L,L_1008_2520Metric,65.164,-167.06,90,top
L1,L,L_1008_2520Metric,262.164,-119.06,90,top
L1,L,L_1008_2520Metric,163.664,-119.06,90,top
L1,L,L_1008_2520Metric,65.164,-119.06,90,top
L1,L,L_1008_2520Metric,262.164,-71.06,90,top
L1,L,L_1008_2520Metric,163.664,-71.06,90,top
L1,L,L_1008_2520Metric,65.164,-71.06,90,top
L1,L,L_1008_2520Metric,262.164,-23.06,90,top
L1,L,L_1008_2520Metric,163.664,-23.06,90,top
L2,L,L_1008_2520Metric,283.154,-227.736,90,top
L2,L,L_1008_2520Metric,184.654,-227.736,90,top
L2,L,L_1008_2520Metric,86.154,-35.736,90,top
L2,L,L_1008_2520Metric,184.654,-35.736,90,top
L2,L,L_1008_2520Metric,283.154,-35.736,90,top
L2,L,L_1008_2520Metric,86.154,-83.736,90,top
L2,L,L_1008_2520Metric,184.654,-83.736,90,top
L2,L,L_1008_2520Metric,283.154,-83.736,90,top
L2,L,L_1008_2520Metric,184.654,-131.736,90,top
L2,L,L_1008_2520Metric,283.154,-131.736,90,top
L2,L,L_1008_2520Metric,86.154,-179.736,90,top
L2,L,L_1008_2520Metric,184.654,-179.736,90,top
L2,L,L_1008_2520Metric,283.154,-179.736,90,top
L2,L,L_1008_2520Metric,86.154,-131.736,90,top
L2,L,L_1008_2520Metric,86.154,-227.736,90,top
L4,L,L_1008_2520Metric,221.025,-88.6,180,top
L4,L,L_1008_2520Metric,221.025,-232.6,180,top
L4,L,L_1008_2520Metric,122.525,-232.6,180,top
L4,L,L_1008_2520Metric,24.025,-232.6,180,top
L4,L,L_1008_2520Metric,221.025,-184.6,180,top
L4,L,L_1008_2520Metric,122.525,-184.6,180,top
L4,L,L_1008_2520Metric,24.025,-184.6,180,top
L4,L,L_1008_2520Metric,221.025,-136.6,180,top
L4,L,L_1008_2520Metric,122.525,-136.6,180,top
L4,L,L_1008_2520Metric,24.025,-136.6,180,top
L4,L,L_1008_2520Metric,122.525,-88.6,180,top
L4,L,L_1008_2520Metric,24.025,-88.6,180,top
L4,L,L_1008_2520Metric,221.025,-40.6,180,top
L4,L,L_1008_2520Metric,122.525,-40.6,180,top
L4,L,L_1008_2520Metric,24.025,-40.6,180,top
L5,L,L_1008_2520Metric,239.1,-223.275,90,top
L5,L,L_1008_2520Metric,42.1,-223.275,90,top
L5,L,L_1008_2520Metric,140.6,-223.275,90,top
L5,L,L_1008_2520Metric,239.1,-175.275,90,top
L5,L,L_1008_2520Metric,140.6,-175.275,90,top
L5,L,L_1008_2520Metric,42.1,-175.275,90,top
L5,L,L_1008_2520Metric,239.1,-127.275,90,top
L5,L,L_1008_2520Metric,140.6,-127.275,90,top
L5,L,L_1008_2520Metric,239.1,-79.275,90,top
L5,L,L_1008_2520Metric,42.1,-31.275,90,top
L5,L,L_1008_2520Metric,140.6,-31.275,90,top
L5,L,L_1008_2520Metric,239.1,-31.275,90,top
L5,L,L_1008_2520Metric,42.1,-127.275,90,top
L5,L,L_1008_2520Metric,140.6,-79.275,90,top
L5,L,L_1008_2520Metric,42.1,-79.275,90,top
Q1,AO3401A,SOT-23,225.1625,-40.625,0,top
Q1,AO3401A,SOT-23,126.6625,-184.625,0,top
Q1,AO3401A,SOT-23,28.1625,-184.625,0,top
Q1,AO3401A,SOT-23,225.1625,-136.625,0,top
Q1,AO3401A,SOT-23,126.6625,-136.625,0,top
Q1,AO3401A,SOT-23,28.1625,-136.625,0,top
Q1,AO3401A,SOT-23,225.1625,-88.625,0,top
Q1,AO3401A,SOT-23,126.6625,-88.625,0,top
Q1,AO3401A,SOT-23,28.1625,-88.625,0,top
Q1,AO3401A,SOT-23,126.6625,-40.625,0,top
Q1,AO3401A,SOT-23,28.1625,-40.625,0,top
Q1,AO3401A,SOT-23,225.1625,-232.625,0,top
Q1,AO3401A,SOT-23,126.6625,-232.625,0,top
Q1,AO3401A,SOT-23,28.1625,-232.625,0,top
Q1,AO3401A,SOT-23,225.1625,-184.625,0,top
Q2,AO3401A,SOT-23,140.55,-230.3375,-90,top
Q2,AO3401A,SOT-23,239.05,-86.3375,-90,top
Q2,AO3401A,SOT-23,239.05,-134.3375,-90,top
Q2,AO3401A,SOT-23,42.05,-182.3375,-90,top
Q2,AO3401A,SOT-23,140.55,-182.3375,-90,top
Q2,AO3401A,SOT-23,239.05,-182.3375,-90,top
Q2,AO3401A,SOT-23,42.05,-230.3375,-90,top
Q2,AO3401A,SOT-23,239.05,-230.3375,-90,top
Q2,AO3401A,SOT-23,140.55,-134.3375,-90,top
Q2,AO3401A,SOT-23,42.05,-134.3375,-90,top
Q2,AO3401A,SOT-23,140.55,-86.3375,-90,top
Q2,AO3401A,SOT-23,42.05,-86.3375,-90,top
Q2,AO3401A,SOT-23,239.05,-38.3375,-90,top
Q2,AO3401A,SOT-23,140.55,-38.3375,-90,top
Q2,AO3401A,SOT-23,42.05,-38.3375,-90,top
Q3,AO3401A,SOT-23,262.164,-27.378,-90,top
Q3,AO3401A,SOT-23,65.164,-27.378,-90,top
Q3,AO3401A,SOT-23,262.164,-219.378,-90,top
Q3,AO3401A,SOT-23,163.664,-219.378,-90,top
Q3,AO3401A,SOT-23,65.164,-219.378,-90,top
Q3,AO3401A,SOT-23,262.164,-171.378,-90,top
Q3,AO3401A,SOT-23,163.664,-171.378,-90,top
Q3,AO3401A,SOT-23,65.164,-171.378,-90,top
Q3,AO3401A,SOT-23,262.164,-123.378,-90,top
Q3,AO3401A,SOT-23,163.664,-123.378,-90,top
Q3,AO3401A,SOT-23,65.164,-123.378,-90,top
Q3,AO3401A,SOT-23,262.164,-75.378,-90,top
Q3,AO3401A,SOT-23,163.664,-75.378,-90,top
Q3,AO3401A,SOT-23,65.164,-75.378,-90,top
Q3,AO3401A,SOT-23,163.664,-27.378,-90,top
Q4,AO3401A,SOT-23,184.4,-39.8,-90,top
Q4,AO3401A,SOT-23,85.9,-39.8,-90,top
Q4,AO3401A,SOT-23,282.9,-231.8,-90,top
Q4,AO3401A,SOT-23,184.4,-231.8,-90,top
Q4,AO3401A,SOT-23,85.9,-231.8,-90,top
Q4,AO3401A,SOT-23,282.9,-183.8,-90,top
Q4,AO3401A,SOT-23,184.4,-183.8,-90,top
Q4,AO3401A,SOT-23,85.9,-183.8,-90,top
Q4,AO3401A,SOT-23,282.9,-135.8,-90,top
Q4,AO3401A,SOT-23,184.4,-135.8,-90,top
Q4,AO3401A,SOT-23,85.9,-135.8,-90,top
Q4,AO3401A,SOT-23,282.9,-87.8,-90,top
Q4,AO3401A,SOT-23,184.4,-87.8,-90,top
Q4,AO3401A,SOT-23,85.9,-87.8,-90,top
Q4,AO3401A,SOT-23,282.9,-39.8,-90,top
R1,100k,R_0603_1608Metric,239.05,-232.9985,180,top
R1,100k,R_0603_1608Metric,140.55,-232.9985,180,top
R1,100k,R_0603_1608Metric,42.05,-232.9985,180,top
R1,100k,R_0603_1608Metric,239.05,-184.9985,180,top
R1,100k,R_0603_1608Metric,140.55,-184.9985,180,top
R1,100k,R_0603_1608Metric,42.05,-184.9985,180,top
R1,100k,R_0603_1608Metric,239.05,-136.9985,180,top
R1,100k,R_0603_1608Metric,140.55,-136.9985,180,top
R1,100k,R_0603_1608Metric,42.05,-136.9985,180,top
R1,100k,R_0603_1608Metric,239.05,-88.9985,180,top
R1,100k,R_0603_1608Metric,140.55,-88.9985,180,top
R1,100k,R_0603_1608Metric,42.05,-88.9985,180,top
R1,100k,R_0603_1608Metric,239.05,-40.9985,180,top
R1,100k,R_0603_1608Metric,140.55,-40.9985,180,top
R1,100k,R_0603_1608Metric,42.05,-40.9985,180,top
R2,510,R_0603_1608Metric,31.1,-36.775,-90,top
R2,510,R_0603_1608Metric,129.6,-228.775,-90,top
R2,510,R_0603_1608Metric,129.6,-36.775,-90,top
R2,510,R_0603_1608Metric,228.1,-36.775,-90,top
R2,510,R_0603_1608Metric,31.1,-84.775,-90,top
R2,510,R_0603_1608Metric,129.6,-84.775,-90,top
R2,510,R_0603_1608Metric,228.1,-84.775,-90,top
R2,510,R_0603_1608Metric,31.1,-132.775,-90,top
R2,510,R_0603_1608Metric,129.6,-132.775,-90,top
R2,510,R_0603_1608Metric,228.1,-132.775,-90,top
R2,510,R_0603_1608Metric,31.1,-180.775,-90,top
R2,510,R_0603_1608Metric,129.6,-180.775,-90,top
R2,510,R_0603_1608Metric,228.1,-180.775,-90,top
R2,510,R_0603_1608Metric,31.1,-228.775,-90,top
R2,510,R_0603_1608Metric,228.1,-228.775,-90,top
R3,1k,R_0603_1608Metric,147.375,-32.6,180,top
R3,1k,R_0603_1608Metric,48.875,-32.6,180,top
R3,1k,R_0603_1608Metric,245.875,-32.6,180,top
R3,1k,R_0603_1608Metric,48.875,-80.6,180,top
R3,1k,R_0603_1608Metric,147.375,-80.6,180,top
R3,1k,R_0603_1608Metric,245.875,-80.6,180,top
R3,1k,R_0603_1608Metric,48.875,-128.6,180,top
R3,1k,R_0603_1608Metric,147.375,-128.6,180,top
R3,1k,R_0603_1608Metric,245.875,-128.6,180,top
R3,1k,R_0603_1608Metric,48.875,-176.6,180,top
R3,1k,R_0603_1608Metric,147.375,-176.6,180,top
R3,1k,R_0603_1608Metric,245.875,-176.6,180,top
R3,1k,R_0603_1608Metric,48.875,-224.6,180,top
R3,1k,R_0603_1608Metric,147.375,-224.6,180,top
R3,1k,R_0603_1608Metric,245.875,-224.6,180,top
R4,510,R_0603_1608Metric,65.418,-108.138,0,top
R4,510,R_0603_1608Metric,65.418,-12.138,0,top
R4,510,R_0603_1608Metric,163.918,-12.138,0,top
R4,510,R_0603_1608Metric,262.418,-12.138,0,top
R4,510,R_0603_1608Metric,65.418,-60.138,0,top
R4,510,R_0603_1608Metric,163.918,-60.138,0,top
R4,510,R_0603_1608Metric,262.418,-60.138,0,top
R4,510,R_0603_1608Metric,163.918,-204.138,0,top
R4,510,R_0603_1608Metric,163.918,-108.138,0,top
R4,510,R_0603_1608Metric,262.418,-108.138,0,top
R4,510,R_0603_1608Metric,65.418,-156.138,0,top
R4,510,R_0603_1608Metric,163.918,-156.138,0,top
R4,510,R_0603_1608Metric,262.418,-156.138,0,top
R4,510,R_0603_1608Metric,65.418,-204.138,0,top
R4,510,R_0603_1608Metric,262.418,-204.138,0,top
R5,1k,R_0603_1608Metric,170.268,-175.95,180,top
R5,1k,R_0603_1608Metric,268.768,-127.95,180,top
R5,1k,R_0603_1608Metric,71.768,-175.95,180,top
R5,1k,R_0603_1608Metric,170.268,-127.95,180,top
R5,1k,R_0603_1608Metric,268.768,-175.95,180,top
R5,1k,R_0603_1608Metric,71.768,-223.95,180,top
R5,1k,R_0603_1608Metric,170.268,-223.95,180,top
R5,1k,R_0603_1608Metric,268.768,-223.95,180,top
R5,1k,R_0603_1608Metric,71.768,-127.95,180,top
R5,1k,R_0603_1608Metric,268.768,-79.95,180,top
R5,1k,R_0603_1608Metric,170.268,-79.95,180,top
R5,1k,R_0603_1608Metric,71.768,-79.95,180,top
R5,1k,R_0603_1608Metric,268.768,-31.95,180,top
R5,1k,R_0603_1608Metric,170.268,-31.95,180,top
R5,1k,R_0603_1608Metric,71.768,-31.95,180,top
R6,100k,R_0603_1608Metric,163.601,-30.172,180,top
R6,100k,R_0603_1608Metric,262.101,-30.172,180,top
R6,100k,R_0603_1608Metric,65.101,-78.172,180,top
R6,100k,R_0603_1608Metric,163.601,-78.172,180,top
R6,100k,R_0603_1608Metric,262.101,-78.172,180,top
R6,100k,R_0603_1608Metric,65.101,-126.172,180,top
R6,100k,R_0603_1608Metric,163.601,-126.172,180,top
R6,100k,R_0603_1608Metric,262.101,-126.172,180,top
R6,100k,R_0603_1608Metric,65.101,-174.172,180,top
R6,100k,R_0603_1608Metric,163.601,-174.172,180,top
R6,100k,R_0603_1608Metric,262.101,-174.172,180,top
R6,100k,R_0603_1608Metric,65.101,-222.172,180,top
R6,100k,R_0603_1608Metric,163.601,-222.172,180,top
R6,100k,R_0603_1608Metric,262.101,-222.172,180,top
R6,100k,R_0603_1608Metric,65.101,-30.172,180,top
R7,510,R_0603_1608Metric,275.1,-107.2,180,top
R7,510,R_0603_1608Metric,176.6,-203.2,180,top
R7,510,R_0603_1608Metric,78.1,-11.2,180,top
R7,510,R_0603_1608Metric,176.6,-11.2,180,top
R7,510,R_0603_1608Metric,275.1,-11.2,180,top
R7,510,R_0603_1608Metric,78.1,-59.2,180,top
R7,510,R_0603_1608Metric,176.6,-59.2,180,top
R7,510,R_0603_1608Metric,275.1,-59.2,180,top
R7,510,R_0603_1608Metric,78.1,-107.2,180,top
R7,510,R_0603_1608Metric,78.1,-155.2,180,top
R7,510,R_0603_1608Metric,176.6,-155.2,180,top
R7,510,R_0603_1608Metric,275.1,-155.2,180,top
R7,510,R_0603_1608Metric,78.1,-203.2,180,top
R7,510,R_0603_1608Metric,275.1,-203.2,180,top
R7,510,R_0603_1608Metric,176.6,-107.2,180,top
R8,1k,R_0603_1608Metric,252.3,-161.625,90,top
R8,1k,R_0603_1608Metric,153.8,-17.625,90,top
R8,1k,R_0603_1608Metric,252.3,-17.625,90,top
R8,1k,R_0603_1608Metric,55.3,-65.625,90,top
R8,1k,R_0603_1608Metric,153.8,-65.625,90,top
R8,1k,R_0603_1608Metric,252.3,-65.625,90,top
R8,1k,R_0603_1608Metric,55.3,-113.625,90,top
R8,1k,R_0603_1608Metric,153.8,-113.625,90,top
R8,1k,R_0603_1608Metric,252.3,-113.625,90,top
R8,1k,R_0603_1608Metric,55.3,-161.625,90,top
R8,1k,R_0603_1608Metric,153.8,-161.625,90,top
R8,1k,R_0603_1608Metric,55.3,-209.625,90,top
R8,1k,R_0603_1608Metric,153.8,-209.625,90,top
R8,1k,R_0603_1608Metric,252.3,-209.625,90,top
R8,1k,R_0603_1608Metric,55.3,-17.625,90,top
R9,100k,R_0603_1608Metric,283.091,-234.5155,180,top
R9,100k,R_0603_1608Metric,86.091,-42.5155,180,top
R9,100k,R_0603_1608Metric,184.591,-42.5155,180,top
R9,100k,R_0603_1608Metric,283.091,-42.5155,180,top
R9,100k,R_0603_1608Metric,86.091,-90.5155,180,top
R9,100k,R_0603_1608Metric,184.591,-90.5155,180,top
R9,100k,R_0603_1608Metric,283.091,-90.5155,180,top
R9,100k,R_0603_1608Metric,86.091,-138.5155,180,top
R9,100k,R_0603_1608Metric,283.091,-138.5155,180,top
R9,100k,R_0603_1608Metric,86.091,-186.5155,180,top
R9,100k,R_0603_1608Metric,184.591,-186.5155,180,top
R9,100k,R_0603_1608Metric,283.091,-186.5155,180,top
R9,100k,R_0603_1608Metric,86.091,-234.5155,180,top
R9,100k,R_0603_1608Metric,184.591,-234.5155,180,top
R9,100k,R_0603_1608Metric,184.591,-138.5155,180,top
R11,100k,R_0603_1608Metric,129.4625,-40.425,-90,top
R11,100k,R_0603_1608Metric,227.9625,-232.425,-90,top
R11,100k,R_0603_1608Metric,129.4625,-232.425,-90,top
R11,100k,R_0603_1608Metric,30.9625,-232.425,-90,top
R11,100k,R_0603_1608Metric,227.9625,-184.425,-90,top
R11,100k,R_0603_1608Metric,129.4625,-184.425,-90,top
R11,100k,R_0603_1608Metric,30.9625,-184.425,-90,top
R11,100k,R_0603_1608Metric,227.9625,-136.425,-90,top
R11,100k,R_0603_1608Metric,129.4625,-136.425,-90,top
R11,100k,R_0603_1608Metric,30.9625,-136.425,-90,top
R11,100k,R_0603_1608Metric,227.9625,-88.425,-90,top
R11,100k,R_0603_1608Metric,129.4625,-88.425,-90,top
R11,100k,R_0603_1608Metric,30.9625,-88.425,-90,top
R11,100k,R_0603_1608Metric,227.9625,-40.425,-90,top
R11,100k,R_0603_1608Metric,30.9625,-40.425,-90,top
R12,510,R_0603_1608Metric,91.875,-38.6,180,top
R12,510,R_0603_1608Metric,190.375,-38.6,180,top
R12,510,R_0603_1608Metric,288.875,-38.6,180,top
R12,510,R_0603_1608Metric,91.875,-86.6,180,top
R12,510,R_0603_1608Metric,190.375,-86.6,180,top
R12,510,R_0603_1608Metric,288.875,-86.6,180,top
R12,510,R_0603_1608Metric,91.875,-134.6,180,top
R12,510,R_0603_1608Metric,190.375,-134.6,180,top
R12,510,R_0603_1608Metric,288.875,-134.6,180,top
R12,510,R_0603_1608Metric,91.875,-182.6,180,top
R12,510,R_0603_1608Metric,190.375,-182.6,180,top
R12,510,R_0603_1608Metric,288.875,-182.6,180,top
R12,510,R_0603_1608Metric,91.875,-230.6,180,top
R12,510,R_0603_1608Metric,190.375,-230.6,180,top
R12,510,R_0603_1608Metric,288.875,-230.6,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,7.45,-34.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,105.95,-34.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,204.45,-34.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,7.45,-82.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,105.95,-82.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,204.45,-82.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,7.45,-130.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,105.95,-130.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,204.45,-130.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,7.45,-178.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,105.95,-178.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,204.45,-178.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,7.45,-226.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,105.95,-226.95,180,top
SW1,SW_DPST_x2,SW_Push_TS-1187A,204.45,-226.95,180,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,257.7868,-232.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,60.7868,-232.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,159.2868,-232.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,60.7868,-40.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,159.2868,-40.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,257.7868,-40.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,60.7868,-88.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,159.2868,-88.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,257.7868,-88.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,60.7868,-136.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,159.2868,-136.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,257.7868,-136.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,60.7868,-184.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,159.2868,-184.0272,-90,top
U1,STC8G1K08-SOP16,STC_SOP-16_3.9x9.9mm_P1.27mm,257.7868,-184.0272,-90,top
