Ref,Val,Package,PosX,PosY,Rot,Side
"D3","LED","LED_0805_2012Metric",118.200000,-75.000000,0.000000,top
"D3","LED","LED_0805_2012Metric",18.200000,-75.000000,0.000000,top
"D3","LED","LED_0805_2012Metric",218.200000,-23.000000,0.000000,top
"D3","LED","LED_0805_2012Metric",118.200000,-23.000000,0.000000,top
"D4","LED","LED_0805_2012Metric",224.200000,-28.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",24.200000,-80.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",124.200000,-28.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",24.200000,-28.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",124.200000,-80.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",224.200000,-80.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",24.200000,-132.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",124.200000,-132.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",224.200000,-132.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",24.200000,-184.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",124.200000,-184.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",224.200000,-184.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",24.200000,-236.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",124.200000,-236.000000,-90.000000,top
"D4","LED","LED_0805_2012Metric",224.200000,-236.000000,-90.000000,top
"D5","LED","LED_0805_2012Metric",118.200000,-84.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",218.200000,-240.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",118.200000,-240.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",18.200000,-240.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",218.200000,-188.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",118.200000,-188.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",18.200000,-188.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",218.200000,-136.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",118.200000,-136.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",18.200000,-136.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",218.200000,-84.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",18.200000,-32.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",118.200000,-32.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",218.200000,-32.000000,0.000000,top
"D5","LED","LED_0805_2012Metric",18.200000,-84.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",139.200000,-66.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",239.200000,-222.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",39.200000,-14.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",139.200000,-14.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",239.200000,-14.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",39.200000,-66.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",239.200000,-66.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",39.200000,-118.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",239.200000,-118.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",139.200000,-118.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",39.200000,-170.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",139.200000,-170.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",239.200000,-170.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",39.200000,-222.000000,0.000000,top
"D6","LED","LED_0805_2012Metric",139.200000,-222.000000,0.000000,top
"D7","LED","LED_0805_2012Metric",32.200000,-19.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",132.200000,-19.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",232.200000,-19.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",32.200000,-71.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",132.200000,-71.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",232.200000,-71.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",32.200000,-123.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",132.200000,-123.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",232.200000,-123.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",32.200000,-175.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",132.200000,-175.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",232.200000,-175.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",32.200000,-227.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",132.200000,-227.000000,-90.000000,top
"D7","LED","LED_0805_2012Metric",232.200000,-227.000000,-90.000000,top
"D8","LED","LED_0805_2012Metric",239.200000,-231.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",139.200000,-231.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",39.200000,-231.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",239.200000,-179.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",39.200000,-23.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",139.200000,-179.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",39.200000,-179.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",239.200000,-127.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",139.200000,-127.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",39.200000,-127.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",239.200000,-75.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",139.200000,-75.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",39.200000,-75.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",239.200000,-23.000000,0.000000,top
"D8","LED","LED_0805_2012Metric",139.200000,-23.000000,0.000000,top
"D9","LED","LED_0805_2012Metric",32.200000,-28.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",232.200000,-132.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",132.200000,-28.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",232.200000,-28.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",32.200000,-80.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",132.200000,-80.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",232.200000,-80.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",32.200000,-132.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",232.200000,-236.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",132.200000,-236.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",32.200000,-236.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",232.200000,-184.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",32.200000,-184.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",132.200000,-132.000000,-90.000000,top
"D9","LED","LED_0805_2012Metric",132.200000,-184.000000,-90.000000,top
"D10","LED","LED_0805_2012Metric",139.200000,-136.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",39.200000,-32.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",139.200000,-32.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",239.200000,-32.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",39.200000,-84.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",139.200000,-84.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",239.200000,-84.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",239.200000,-240.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",139.200000,-240.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",39.200000,-240.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",239.200000,-188.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",139.200000,-188.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",39.200000,-188.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",239.200000,-136.000000,0.000000,top
"D10","LED","LED_0805_2012Metric",39.200000,-136.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",217.200000,-245.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",217.200000,-89.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",217.200000,-141.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",117.200000,-141.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",17.200000,-89.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",117.200000,-89.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",17.200000,-37.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",17.200000,-141.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",17.200000,-193.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",117.200000,-193.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",217.200000,-193.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",17.200000,-245.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",117.200000,-245.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",217.200000,-37.000000,0.000000,top
"D11","LED","LED_0805_2012Metric",117.200000,-37.000000,0.000000,top
"D12","LED","LED_0805_2012Metric",161.292000,-239.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",261.292000,-187.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",61.292000,-239.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",161.292000,-187.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",61.292000,-187.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",261.292000,-135.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",61.292000,-135.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",61.292000,-31.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",261.292000,-239.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",161.292000,-31.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",261.292000,-31.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",161.292000,-83.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",261.292000,-83.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",161.292000,-135.410000,-90.000000,top
"D12","LED","LED_0805_2012Metric",61.292000,-83.410000,-90.000000,top
"D13","LED","LED_0805_2012Metric",235.200000,-193.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",235.200000,-37.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",135.200000,-37.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",35.200000,-37.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",35.200000,-89.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",135.200000,-89.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",235.200000,-89.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",35.200000,-141.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",135.200000,-141.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",235.200000,-141.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",35.200000,-193.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",135.200000,-193.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",35.200000,-245.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",135.200000,-245.000000,180.000000,top
"D13","LED","LED_0805_2012Metric",235.200000,-245.000000,180.000000,top
"D14","LED","LED_0805_2012Metric",153.200000,-89.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",53.200000,-37.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",253.200000,-37.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",53.200000,-89.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",153.200000,-37.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",253.200000,-89.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",253.200000,-245.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",153.200000,-245.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",53.200000,-245.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",253.200000,-193.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",153.200000,-193.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",53.200000,-193.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",253.200000,-141.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",153.200000,-141.000000,0.000000,top
"D14","LED","LED_0805_2012Metric",53.200000,-141.000000,0.000000,top
"D15","LED","LED_0805_2012Metric",261.292000,-11.090000,0.000000,top
"D15","LED","LED_0805_2012Metric",161.292000,-11.090000,0.000000,top
"D15","LED","LED_0805_2012Metric",61.292000,-11.090000,0.000000,top
"D15","LED","LED_0805_2012Metric",61.292000,-63.090000,0.000000,top
"D15","LED","LED_0805_2012Metric",161.292000,-63.090000,0.000000,top
"D15","LED","LED_0805_2012Metric",261.292000,-63.090000,0.000000,top
"D15","LED","LED_0805_2012Metric",61.292000,-115.090000,0.000000,top
"D15","LED","LED_0805_2012Metric",161.292000,-115.090000,0.000000,top
"D15","LED","LED_0805_2012Metric",261.292000,-115.090000,0.000000,top
